 type ask, timestamp 1576858792.28243, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858792.28243, ticker MSFT, size 300, price 156.97,
 type ask, timestamp 1576858792.2900708, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858792.2900708, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858792.6238754, ticker GE, size 100, price 11.05,
 type bid, timestamp 1576858792.6238754, ticker GE, size 1400, price 11.04,
 type last, timestamp 1576858795.2765322, ticker MSFT, size 1, price 156.975,
 type ask, timestamp 1576858795.6629534, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858795.6629534, ticker MSFT, size 300, price 156.97,
 type ask, timestamp 1576858795.6674976, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858795.6674976, ticker MSFT, size 200, price 156.97,
 type last, timestamp 1576858796.8993201, ticker AAPL, size 869, price 281.485,
 type ask, timestamp 1576858797.124174, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858797.124174, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858797.1243553, ticker MSFT, size 200, price 156.98,
 type bid, timestamp 1576858797.1243553, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858797.1566994, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858797.1566994, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858797.1575737, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858797.1575737, ticker MSFT, size 200, price 156.97,
 type last, timestamp 1576858798.673647, ticker GE, size 100, price 11.045,
 type last, timestamp 1576858798.673647, ticker GE, size 200, price 11.045,
 type ask, timestamp 1576858798.6781778, ticker GE, size 100, price 11.05,
 type bid, timestamp 1576858798.6781778, ticker GE, size 800, price 11.04,
 type ask, timestamp 1576858798.6781967, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858798.6781967, ticker GE, size 800, price 11.04,
 type ask, timestamp 1576858798.680558, ticker GE, size 800, price 11.05,
 type bid, timestamp 1576858798.680558, ticker GE, size 800, price 11.04,
 type last, timestamp 1576858798.8153641, ticker GE, size 1000, price 11.045,
 type last, timestamp 1576858798.8153641, ticker GE, size 800, price 11.045,
 type last, timestamp 1576858798.8153641, ticker GE, size 3000, price 11.045,
 type ask, timestamp 1576858799.544744, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858799.544744, ticker GE, size 800, price 11.04,
 type last, timestamp 1576858800.0746222, ticker GE, size 100, price 11.04,
 type last, timestamp 1576858800.0746222, ticker GE, size 571, price 11.04,
 type ask, timestamp 1576858800.0746222, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858800.0746222, ticker GE, size 129, price 11.04,
 type ask, timestamp 1576858800.0786812, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858800.0786812, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858800.214923, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858800.214923, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858800.711332, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858800.711332, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858801.462145, ticker GE, size 600, price 11.05,
 type bid, timestamp 1576858801.462145, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858802.2329202, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858802.2329202, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858802.237775, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858802.237775, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858802.2518768, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858802.2518768, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858802.2524981, ticker MSFT, size 200, price 156.98,
 type bid, timestamp 1576858802.2524981, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858802.255175, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858802.255175, ticker MSFT, size 200, price 156.97,
 type last, timestamp 1576858802.8442278, ticker AAPL, size 700, price 281.45,
 type last, timestamp 1576858802.8572674, ticker AAPL, size 500, price 281.45,
 type last, timestamp 1576858802.8659701, ticker AAPL, size 900, price 281.45,
 type ask, timestamp 1576858802.9263313, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858802.9263313, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858803.944424, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858803.944424, ticker GE, size 400, price 11.03,
 type last, timestamp 1576858804.1251237, ticker MSFT, size 179, price 156.975,
 type ask, timestamp 1576858805.7499557, ticker GE, size 900, price 11.05,
 type bid, timestamp 1576858805.7499557, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.7519526, ticker GE, size 700, price 11.05,
 type bid, timestamp 1576858805.7519526, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.8021982, ticker GE, size 900, price 11.05,
 type bid, timestamp 1576858805.8021982, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.8027077, ticker GE, size 300, price 11.05,
 type bid, timestamp 1576858805.8027077, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.8027246, ticker GE, size 200, price 11.04,
 type bid, timestamp 1576858805.8027246, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.8027282, ticker GE, size 800, price 11.04,
 type bid, timestamp 1576858805.8027282, ticker GE, size 400, price 11.03,
 type ask, timestamp 1576858805.8030305, ticker GE, size 800, price 11.04,
 type bid, timestamp 1576858805.8030305, ticker GE, size 1000, price 11.03,
 type ask, timestamp 1576858805.8030405, ticker GE, size 800, price 11.04,
 type bid, timestamp 1576858805.8030405, ticker GE, size 600, price 11.03,
 type ask, timestamp 1576858805.804663, ticker GE, size 200, price 11.04,
 type bid, timestamp 1576858805.804663, ticker GE, size 600, price 11.03,
 type ask, timestamp 1576858806.2697258, ticker GE, size 300, price 11.11,
 type bid, timestamp 1576858806.2697258, ticker GE, size 600, price 11.03,
 type last, timestamp 1576858806.2706401, ticker GE, size 100, price 11.04,
 type ask, timestamp 1576858807.663014, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858807.663014, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858807.956365, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858807.956365, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858808.0763493, ticker GE, size 500, price 11.04,
 type bid, timestamp 1576858808.0763493, ticker GE, size 600, price 11.03,
 type ask, timestamp 1576858809.7557752, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858809.7557752, ticker MSFT, size 100, price 156.98,
 type ask, timestamp 1576858809.7567565, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858809.7567565, ticker MSFT, size 325, price 156.97,
 type ask, timestamp 1576858809.7571783, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858809.7571783, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858809.7599576, ticker MSFT, size 200, price 156.99,
 type bid, timestamp 1576858809.7599576, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858809.7604554, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858809.7604554, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858809.7627714, ticker MSFT, size 200, price 156.99,
 type bid, timestamp 1576858809.7627714, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858809.7627914, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858809.7627914, ticker MSFT, size 200, price 156.97,
 type last, timestamp 1576858811.5716069, ticker MSFT, size 100, price 156.975,
 type ask, timestamp 1576858811.6425855, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858811.6425855, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858811.6439037, ticker MSFT, size 200, price 156.98,
 type bid, timestamp 1576858811.6439037, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858811.6444008, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858811.6444008, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858811.965748, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858811.965748, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858812.1183913, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858812.1183913, ticker MSFT, size 200, price 156.97,
 type ask, timestamp 1576858812.1313007, ticker MSFT, size 234, price 156.98,
 type bid, timestamp 1576858812.1313007, ticker MSFT, size 200, price 156.97,
 type last, timestamp 1576858812.1398215, ticker MSFT, size 100, price 156.97,
 type last, timestamp 1576858812.1398215, ticker MSFT, size 100, price 156.97,
 type ask, timestamp 1576858812.1398215, ticker MSFT, size 234, price 156.98,
 type bid, timestamp 1576858812.1398215, ticker MSFT, size 100, price 156.96,
 type ask, timestamp 1576858812.1812992, ticker MSFT, size 100, price 156.98,
 type bid, timestamp 1576858812.1812992, ticker MSFT, size 100, price 156.96,
 type ask, timestamp 1576858812.18298, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858812.18298, ticker MSFT, size 100, price 156.96,
 type ask, timestamp 1576858812.184039, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858812.184039, ticker MSFT, size 100, price 156.96,
 type last, timestamp 1576858812.195172, ticker MSFT, size 100, price 156.965,
 type last, timestamp 1576858813.319101, ticker AAPL, size 38, price 281.45,
 type ask, timestamp 1576858814.9953835, ticker MSFT, size 200, price 156.97,
 type bid, timestamp 1576858814.9953835, ticker MSFT, size 100, price 156.96,
 type last, timestamp 1576858815.6615887, ticker MSFT, size 100, price 156.96,
 type ask, timestamp 1576858815.6615887, ticker MSFT, size 200, price 156.97,
 type bid, timestamp 1576858815.6615887, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6616848, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858815.6616848, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6620102, ticker MSFT, size 100, price 156.96,
 type bid, timestamp 1576858815.6620102, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6624994, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858815.6624994, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6630533, ticker MSFT, size 100, price 156.96,
 type bid, timestamp 1576858815.6630533, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6637552, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858815.6637552, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6654098, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858815.6654098, ticker MSFT, size 100, price 156.95,
 type last, timestamp 1576858815.6671026, ticker MSFT, size 100, price 156.95,
 type ask, timestamp 1576858815.6671026, ticker MSFT, size 100, price 156.97,
 type bid, timestamp 1576858815.6671026, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6679964, ticker MSFT, size 100, price 156.96,
 type bid, timestamp 1576858815.6679964, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6681144, ticker MSFT, size 200, price 156.96,
 type bid, timestamp 1576858815.6681144, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.6858215, ticker MSFT, size 100, price 156.96,
 type bid, timestamp 1576858815.6858215, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.7676368, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858815.7676368, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.767639, ticker MSFT, size 100, price 156.95,
 type bid, timestamp 1576858815.767639, ticker MSFT, size 100, price 156.02,
 type last, timestamp 1576858815.7679694, ticker MSFT, size 1, price 156.945,
 type ask, timestamp 1576858815.7688644, ticker MSFT, size 200, price 156.95,
 type bid, timestamp 1576858815.7688644, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.774475, ticker MSFT, size 100, price 156.95,
 type bid, timestamp 1576858815.774475, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858815.7745109, ticker MSFT, size 100, price 156.95,
 type bid, timestamp 1576858815.7745109, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858815.7755032, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858815.7755032, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858815.8668227, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858815.8668227, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858816.8005168, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858816.8005168, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858816.8018777, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858816.8018777, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858816.8110273, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858816.8110273, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858816.8115366, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858816.8115366, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858816.9742603, ticker GE, size 500, price 11.04,
 type bid, timestamp 1576858816.9742603, ticker GE, size 800, price 11.03,
 type ask, timestamp 1576858817.9547613, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858817.9547613, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858818.0119658, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858818.0119658, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858818.1672528, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858818.1672528, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858818.2472806, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858818.2472806, ticker MSFT, size 100, price 156.02,
 type last, timestamp 1576858819.0673547, ticker GE, size 100, price 11.035,
 type ask, timestamp 1576858819.9587104, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858819.9587104, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858819.958772, ticker MSFT, size 100, price 156.93,
 type bid, timestamp 1576858819.958772, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858819.9591584, ticker MSFT, size 229, price 156.94,
 type bid, timestamp 1576858819.9591584, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858819.959724, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858819.959724, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858819.9602752, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858819.9602752, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858819.9706776, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858819.9706776, ticker MSFT, size 100, price 156.92,
 type last, timestamp 1576858820.5266984, ticker GE, size 17, price 11.035,
 type ask, timestamp 1576858820.7254684, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858820.7254684, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858820.787676, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858820.787676, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858820.9055712, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858820.9055712, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858820.9345446, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858820.9345446, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858821.0463927, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.0463927, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.0484097, ticker MSFT, size 100, price 156.93,
 type bid, timestamp 1576858821.0484097, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.1094182, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.1094182, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.3500464, ticker MSFT, size 100, price 156.93,
 type bid, timestamp 1576858821.3500464, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.3924146, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.3924146, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.754146, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.754146, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858821.7588348, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.7588348, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.8910732, ticker MSFT, size 100, price 156.93,
 type bid, timestamp 1576858821.8910732, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.8921485, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858821.8921485, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858821.8925228, ticker MSFT, size 100, price 156.93,
 type bid, timestamp 1576858821.8925228, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858822.3807929, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858822.3807929, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858822.8426473, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858822.8426473, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858823.962626, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858823.962626, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858823.9752924, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858823.9752924, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858824.1662834, ticker GE, size 500, price 11.04,
 type bid, timestamp 1576858824.1662834, ticker GE, size 1500, price 11.03,
 type ask, timestamp 1576858824.9446967, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858824.9446967, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858824.9456391, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858824.9456391, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858824.9456413, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858824.9456413, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858824.945653, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858824.945653, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858824.9466617, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858824.9466617, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858824.9467697, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858824.9467697, ticker MSFT, size 129, price 156.92,
 type ask, timestamp 1576858824.9470391, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858824.9470391, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858824.9474642, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858824.9474642, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858824.9722872, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858824.9722872, ticker MSFT, size 100, price 156.02,
 type last, timestamp 1576858825.0453393, ticker GE, size 200, price 11.04,
 type ask, timestamp 1576858825.0453393, ticker GE, size 300, price 11.04,
 type bid, timestamp 1576858825.0453393, ticker GE, size 1500, price 11.03,
 type ask, timestamp 1576858825.1799717, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858825.1799717, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858825.188028, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858825.188028, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858825.18902, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858825.18902, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858825.2286353, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858825.2286353, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858826.2811313, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858826.2811313, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858826.3850203, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858826.3850203, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858826.3852036, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858826.3852036, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858826.3982956, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858826.3982956, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858826.4110682, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.4110682, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858826.4138813, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.4138813, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858826.5570068, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.5570068, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858826.6626892, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.6626892, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858826.8104012, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.8104012, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858826.975904, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858826.975904, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858827.1989152, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858827.1989152, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858827.5822356, ticker GE, size 300, price 11.04,
 type bid, timestamp 1576858827.5822356, ticker GE, size 7500, price 11.03,
 type ask, timestamp 1576858827.786733, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858827.786733, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858827.798437, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858827.798437, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858829.1777976, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858829.1777976, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858829.7882993, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858829.7882993, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858829.7890708, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858829.7890708, ticker MSFT, size 125, price 156.92,
 type ask, timestamp 1576858829.8013766, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858829.8013766, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858829.8024223, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858829.8024223, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858829.8025508, ticker MSFT, size 200, price 156.94,
 type bid, timestamp 1576858829.8025508, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858829.8101885, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858829.8101885, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858830.5448065, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858830.5448065, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858830.6918545, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858830.6918545, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858831.1508029, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1508029, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858831.1515994, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1515994, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858831.1516263, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1516263, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858831.1546724, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1546724, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858831.1546884, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1546884, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858831.1599, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.1599, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858831.15992, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.15992, ticker MSFT, size 100, price 156.93,
 type ask, timestamp 1576858831.2044022, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.2044022, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858831.9378526, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858831.9378526, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858834.509561, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858834.509561, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858834.5105083, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858834.5105083, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858834.5557823, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858834.5557823, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858834.5567505, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858834.5567505, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858834.5594027, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858834.5594027, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858834.5789645, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858834.5789645, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858835.2887745, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.2887745, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858835.310228, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.310228, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858835.3102787, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.3102787, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858835.3151705, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.3151705, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858835.459862, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.459862, ticker MSFT, size 200, price 156.92,
 type ask, timestamp 1576858835.4608002, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.4608002, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858835.4702373, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.4702373, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858835.4702542, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858835.4702542, ticker MSFT, size 100, price 156.02,
 type ask, timestamp 1576858835.4712656, ticker MSFT, size 100, price 156.94,
 type bid, timestamp 1576858835.4712656, ticker MSFT, size 100, price 156.92,
 type ask, timestamp 1576858835.476128, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858835.476128, ticker MSFT, size 100, price 156.92,
 type last, timestamp 1576858835.479628, ticker GE, size 300, price 11.04,
 type ask, timestamp 1576858835.479628, ticker GE, size 300, price 11.11,
 type bid, timestamp 1576858835.479628, ticker GE, size 7500, price 11.03,
 type ask, timestamp 1576858836.3215635, ticker GE, size 300, price 11.11,
 type bid, timestamp 1576858836.3215635, ticker GE, size 7600, price 11.03,
 type ask, timestamp 1576858837.6312428, ticker GE, size 300, price 11.11,
 type bid, timestamp 1576858837.6312428, ticker GE, size 7500, price 11.03,
 type ask, timestamp 1576858838.138462, ticker MSFT, size 100, price 156.99,
 type bid, timestamp 1576858838.138462, ticker MSFT, size 100, price 156.02,
